GAME_DATE,TEAM_NAME,MATCHUP,WL,PTS
2021-06-17,,HTG vs. NGC,L,68
2021-06-17,,NGC @ HTG,W,79
2021-06-17,,MVG vs. WGS,W,65
2021-06-16,Los Angeles Sparks,LAS vs. PHO,W,85
2021-06-16,,GEN vs. PCG,W,74
2021-06-16,,JZG vs. TWG,L,81
2021-06-16,,RUG vs. MVG,L,62
2021-06-16,,TWG @ JZG,L,76
2021-06-16,,GEN vs. PCG,L,69
2021-06-16,,TWG @ JZG,W,84
2021-06-16,,RUG vs. MVG,W,86
2021-06-16,,WDG vs. NGC,W,73
2021-06-16,,NGC @ WDG,L,70
2021-06-16,,JZG vs. TWG,W,81
2021-06-16,,MVG @ RUG,W,77
2021-06-16,,MVG @ RUG,L,66
2021-06-16,,PCG @ GEN,W,76
2021-06-16,Phoenix Mercury,PHO @ LAS,L,80
2021-06-16,,WDG vs. NGC,W,76
2021-06-16,,NGC @ WDG,L,65
2021-06-16,,PCG @ GEN,L,67
2021-06-15,Seattle Storm,SEA @ IND,W,87
2021-06-15,New York Liberty,NYL @ LVA,L,78
2021-06-15,Minnesota Lynx,MIN vs. CHI,L,89
2021-06-15,Indiana Fever,IND vs. SEA,L,70
2021-06-15,Las Vegas Aces,LVA vs. NYL,W,100
2021-06-15,Chicago Sky,CHI @ MIN,W,105
2021-06-13,New York Liberty,NYL @ PHO,W,85
2021-06-13,Seattle Storm,SEA @ CON,W,89
2021-06-13,Dallas Wings,DAL @ LVA,L,78
2021-06-13,Las Vegas Aces,LVA vs. DAL,W,85
2021-06-13,Connecticut Sun,CON vs. SEA,L,66
2021-06-13,Atlanta Dream,ATL vs. WAS,W,101
2021-06-13,Washington Mystics,WAS @ ATL,L,78
2021-06-13,Phoenix Mercury,PHO vs. NYL,L,83
2021-06-12,,RUG vs. GEN,L,61
2021-06-12,,HTG @ CCG,L,70
2021-06-12,,LKG @ BCG,W,76
2021-06-12,,CCG vs. HTG,W,73
2021-06-12,,MGG @ HCG,L,83
2021-06-12,,GEN @ RUG,W,79
2021-06-12,,BCG vs. LKG,L,68
2021-06-12,,HTG @ CCG,L,69
2021-06-12,,HCG vs. MGG,W,75
2021-06-12,,HCG vs. MGG,W,86
2021-06-12,,RUG vs. GEN,L,87
2021-06-12,,BCG vs. LKG,L,75
2021-06-12,Minnesota Lynx,MIN vs. LAS,W,80
2021-06-12,,CCG vs. HTG,W,76
2021-06-12,Indiana Fever,IND vs. CHI,L,79
2021-06-12,Chicago Sky,CHI @ IND,W,83
2021-06-12,Los Angeles Sparks,LAS @ MIN,L,64
2021-06-12,,GEN @ RUG,W,89
2021-06-12,,MGG @ HCG,L,74
2021-06-12,,LKG @ BCG,W,70
2021-06-11,,RUG vs. CCG,L,52
2021-06-11,,RUG vs. CCG,W,82
2021-06-11,,WDG vs. WGS,L,59
2021-06-11,,CLG vs. MVG,L,64
2021-06-11,,WGS @ WDG,L,73
2021-06-11,,MVG @ CLG,W,67
2021-06-11,,GEN vs. HVG,L,54
2021-06-11,Seattle Storm,SEA @ ATL,W,86
2021-06-11,,HVG @ GEN,W,81
2021-06-11,,WDG vs. WGS,W,79
2021-06-11,,HVG @ GEN,W,80
2021-06-11,Atlanta Dream,ATL vs. SEA,L,75
2021-06-11,,WGS @ WDG,W,73
2021-06-11,,CCG @ RUG,L,80
2021-06-11,,MVG @ CLG,W,67
2021-06-11,,GEN vs. HVG,L,79
2021-06-11,Dallas Wings,DAL @ PHO,W,77
2021-06-11,,CLG vs. MVG,L,62
2021-06-11,,CCG @ RUG,W,74
2021-06-11,Phoenix Mercury,PHO vs. DAL,L,59
2021-06-10,,HCG vs. LKG,W,83
2021-06-10,,WGS @ JZG,L,71
2021-06-10,,PCG vs. MGG,W,78
2021-06-10,Washington Mystics,WAS vs. LAS,W,89
2021-06-10,,MGG @ PCG,L,63
2021-06-10,,WGS @ JZG,W,74
2021-06-10,Los Angeles Sparks,LAS @ WAS,L,71
2021-06-10,,LKG @ HCG,L,64
2021-06-10,,HCG vs. LKG,W,104
2021-06-10,,SGC @ NGC,L,59
2021-06-10,,JZG vs. WGS,L,73
2021-06-10,,PCG vs. MGG,W,76
2021-06-10,,LKG @ HCG,L,75
2021-06-10,,NGC vs. SGC,W,77
2021-06-10,,SGC @ NGC,W,74
2021-06-10,,JZG vs. WGS,W,87
2021-06-10,,NGC vs. SGC,L,67
2021-06-10,,MGG @ PCG,L,63
2021-06-09,,CLG vs. PCG,W,75
2021-06-09,,HVG vs. MVG,L,55
2021-06-09,Indiana Fever,IND @ CHI,L,76
2021-06-09,,CLG vs. PCG,W,74
2021-06-09,,MVG @ HVG,W,63
2021-06-09,,JZG @ NGC,L,70
2021-06-09,,HVG vs. MVG,W,80
2021-06-09,,NGC vs. JZG,W,81
2021-06-09,Seattle Storm,SEA @ ATL,W,95
2021-06-09,,WDG @ SGC,W,57
2021-06-09,,PCG @ CLG,L,69
2021-06-09,,WDG @ SGC,L,61
2021-06-09,,SGC vs. WDG,W,63
2021-06-09,,MVG @ HVG,L,62
2021-06-09,Chicago Sky,CHI vs. IND,W,92
2021-06-09,Atlanta Dream,ATL vs. SEA,L,71
2021-06-09,,NGC vs. JZG,W,77
2021-06-09,,JZG @ NGC,L,78
2021-06-09,,SGC vs. WDG,L,54
2021-06-09,,PCG @ CLG,L,72
2021-06-08,Dallas Wings,DAL @ PHO,W,85
2021-06-08,Washington Mystics,WAS vs. MIN,W,85
2021-06-08,Phoenix Mercury,PHO vs. DAL,L,81
2021-06-08,Minnesota Lynx,MIN @ WAS,L,81
2021-06-06,Seattle Storm,SEA vs. DAL,L,67
2021-06-06,Atlanta Dream,ATL @ MIN,L,80
2021-06-06,Dallas Wings,DAL @ SEA,W,68
2021-06-06,Minnesota Lynx,MIN vs. ATL,W,100
2021-06-05,,BCG vs. GZG,L,55
2021-06-05,,GZG @ BCG,W,85
2021-06-05,New York Liberty,NYL @ CON,L,64
2021-06-05,,HTG @ HCG,W,89
2021-06-05,Chicago Sky,CHI @ LAS,L,63
2021-06-05,,RUG vs. HVG,L,56
2021-06-05,Los Angeles Sparks,LAS vs. CHI,W,68
2021-06-05,,BCG vs. GZG,L,66
2021-06-05,,HCG vs. HTG,L,69
2021-06-05,,HTG @ HCG,W,88
2021-06-05,,GZG @ BCG,W,87
2021-06-05,Las Vegas Aces,LVA @ WAS,W,96
2021-06-05,,HVG @ RUG,W,90
2021-06-05,,KGG vs. LKG,W,66
2021-06-05,,KGG vs. LKG,W,78
2021-06-05,,HCG vs. HTG,L,79
2021-06-05,,HVG @ RUG,W,74
2021-06-05,Washington Mystics,WAS vs. LVA,L,93
2021-06-05,Connecticut Sun,CON vs. NYL,W,85
2021-06-05,,LKG @ KGG,L,60
2021-06-05,,RUG vs. HVG,L,58
2021-06-05,,LKG @ KGG,L,57
2021-06-04,,KNX vs. NGC,W,82
2021-06-04,,KNX vs. NGC,L,83
2021-06-04,,TWG @ BCG,W,91
2021-06-04,,CLG @ BZG,L,46
2021-06-04,,BCG vs. TWG,L,59
2021-06-04,,RUG @ HTG,L,60
2021-06-04,,NGC @ KNX,W,90
2021-06-04,,HTG vs. RUG,W,66
2021-06-04,,NGC @ KNX,L,80
2021-06-04,Dallas Wings,DAL @ SEA,L,102
2021-06-04,,CLG @ BZG,L,74
2021-06-04,,BCG vs. TWG,L,81
2021-06-04,,BZG vs. CLG,W,83
2021-06-04,,RUG @ HTG,L,68
2021-06-04,Atlanta Dream,ATL @ MIN,L,84
2021-06-04,Seattle Storm,SEA vs. DAL,W,105
2021-06-04,,BZG vs. CLG,W,76
2021-06-04,,TWG @ BCG,W,112
2021-06-04,,HTG vs. RUG,W,74
2021-06-04,Minnesota Lynx,MIN vs. ATL,W,86
2021-06-03,Phoenix Mercury,PHO vs. CHI,W,77
2021-06-03,,NGC @ SGC,L,59
2021-06-03,New York Liberty,NYL vs. LVA,L,82
2021-06-03,,PGT vs. BZG,W,86
2021-06-03,,PCG vs. KGG,W,82
2021-06-03,,HCG @ HVG,W,82
2021-06-03,,PCG vs. KGG,W,78
2021-06-03,,KGG @ PCG,L,62
2021-06-03,,SGC vs. NGC,L,65
2021-06-03,,BZG @ PGT,W,81
2021-06-03,Los Angeles Sparks,LAS vs. IND,W,98
2021-06-03,Las Vegas Aces,LVA @ NYL,W,94
2021-06-03,Indiana Fever,IND @ LAS,L,63
2021-06-03,,BZG @ PGT,L,71
2021-06-03,,KGG @ PCG,L,77
2021-06-03,,HVG vs. HCG,W,73
2021-06-03,,HVG vs. HCG,L,70
2021-06-03,,PGT vs. BZG,L,64
2021-06-03,,SGC vs. NGC,W,90
2021-06-03,,NGC @ SGC,W,74
2021-06-03,,HCG @ HVG,L,68
2021-06-03,Chicago Sky,CHI @ PHO,L,74
2021-06-02,,CCG vs. KNX,L,59
2021-06-02,,CLG @ PCG,L,70
2021-06-02,,SGC vs. MGG,W,78
2021-06-02,,PGT @ TWG,W,86
2021-06-02,,SGC vs. MGG,L,58
2021-06-02,,TWG vs. PGT,L,71
2021-06-02,,KNX @ CCG,W,65
2021-06-02,,CCG vs. KNX,L,62
2021-06-02,,MGG @ SGC,L,70
2021-06-02,,CLG @ PCG,L,71
2021-06-02,,KNX @ CCG,W,62
2021-06-02,,TWG vs. PGT,W,84
2021-06-02,,PCG vs. CLG,W,74
2021-06-02,,PCG vs. CLG,W,79
2021-06-02,,MGG @ SGC,W,65
2021-06-02,,PGT @ TWG,L,66
2021-06-01,Indiana Fever,IND @ SEA,L,73
2021-06-01,Los Angeles Sparks,LAS @ DAL,L,69
2021-06-01,Phoenix Mercury,PHO @ CHI,W,84
2021-06-01,Seattle Storm,SEA vs. IND,W,88
2021-06-01,Dallas Wings,DAL vs. LAS,W,79
2021-06-01,Chicago Sky,CHI vs. PHO,L,83
2021-06-01,Connecticut Sun,CON vs. LVA,W,74
2021-06-01,Las Vegas Aces,LVA @ CON,L,67
2021-05-30,Los Angeles Sparks,LAS @ CHI,W,82
2021-05-30,Connecticut Sun,CON @ MIN,L,74
2021-05-30,Minnesota Lynx,MIN vs. CON,W,79
2021-05-30,Indiana Fever,IND @ LVA,L,78
2021-05-30,Chicago Sky,CHI vs. LAS,L,79
2021-05-30,Las Vegas Aces,LVA vs. IND,W,101
2021-05-29,,GZG @ HTG,L,61
2021-05-29,,HTG vs. GZG,L,51
2021-05-29,,PCG @ KNX,W,86
2021-05-29,,BCG @ KGG,L,68
2021-05-29,,BCG @ KGG,L,66
2021-05-29,,CLG vs. SGC,L,55
2021-05-29,,SGC @ CLG,W,72
2021-05-29,Atlanta Dream,ATL @ NYL,W,90
2021-05-29,Dallas Wings,DAL vs. PHO,L,85
2021-05-29,,KNX vs. PCG,L,66
2021-05-29,Phoenix Mercury,PHO @ DAL,W,89
2021-05-29,,PCG @ KNX,W,78
2021-05-29,,HTG vs. GZG,W,68
2021-05-29,,SGC @ CLG,W,63
2021-05-29,,KNX vs. PCG,L,76
2021-05-29,,GZG @ HTG,W,82
2021-05-29,,CLG vs. SGC,L,61
2021-05-29,New York Liberty,NYL vs. ATL,L,87
2021-05-29,,KGG vs. BCG,W,71
2021-05-29,,KGG vs. BCG,W,71
2021-05-28,,RUG vs. WDG,L,62
2021-05-28,,JZG vs. LKG,W,100
2021-05-28,,LKG @ JZG,L,69
2021-05-28,,LKG @ JZG,L,58
2021-05-28,,RUG vs. WDG,L,70
2021-05-28,,HCG @ GZG,L,63
2021-05-28,Los Angeles Sparks,LAS @ CHI,W,76
2021-05-28,,MGG vs. GEN,W,62
2021-05-28,,GZG vs. HCG,W,93
2021-05-28,,WDG @ RUG,W,89
2021-05-28,,GEN @ MGG,L,61
2021-05-28,Washington Mystics,WAS @ CON,L,81
2021-05-28,,HCG @ GZG,L,52
2021-05-28,,GZG vs. HCG,W,66
2021-05-28,,WDG @ RUG,W,78
2021-05-28,Indiana Fever,IND @ LVA,L,77
2021-05-28,,GEN @ MGG,L,73
2021-05-28,,JZG vs. LKG,W,92
2021-05-28,Seattle Storm,SEA vs. MIN,W,82
2021-05-28,Minnesota Lynx,MIN @ SEA,L,72
2021-05-28,Las Vegas Aces,LVA vs. IND,W,113
2021-05-28,Chicago Sky,CHI vs. LAS,L,61
2021-05-28,,MGG vs. GEN,W,74
2021-05-28,Connecticut Sun,CON vs. WAS,W,86
2021-05-27,,WGS vs. BCG,W,91
2021-05-27,,WGS vs. BCG,W,79
2021-05-27,,BCG @ WGS,L,68
2021-05-27,Dallas Wings,DAL @ ATL,L,95
2021-05-27,Atlanta Dream,ATL vs. DAL,W,101
2021-05-27,,HCG @ TWG,L,80
2021-05-27,,NGC @ PGT,W,112
2021-05-27,,HVG @ HTG,W,71
2021-05-27,,HVG @ HTG,W,85
2021-05-27,,HCG @ TWG,L,74
2021-05-27,,NGC @ PGT,L,68
2021-05-27,,HTG vs. HVG,L,71
2021-05-27,,TWG vs. HCG,W,83
2021-05-27,,TWG vs. HCG,W,85
2021-05-27,,BCG @ WGS,L,61
2021-05-27,,PGT vs. NGC,L,88
2021-05-27,,HTG vs. HVG,L,65
2021-05-27,,PGT vs. NGC,W,84
2021-05-26,,MVG vs. TWG,L,68
2021-05-26,Las Vegas Aces,LVA @ PHO,W,85
2021-05-26,,BZG vs. JZG,W,72
2021-05-26,,TWG @ MVG,W,86
2021-05-26,,MGG @ NGC,L,58
2021-05-26,,MVG vs. TWG,L,71
2021-05-26,,JZG @ BZG,W,70
2021-05-26,,NGC vs. MGG,L,73
2021-05-26,,CCG vs. WDG,L,51
2021-05-26,,WDG @ CCG,W,68
2021-05-26,,TWG @ MVG,W,87
2021-05-26,,BZG vs. JZG,L,60
2021-05-26,Phoenix Mercury,PHO vs. LVA,L,79
2021-05-26,,NGC vs. MGG,W,67
2021-05-26,,MGG @ NGC,W,78
2021-05-26,,JZG @ BZG,L,60
2021-05-26,,WDG @ CCG,L,55
2021-05-26,,CCG vs. WDG,W,58
2021-05-25,Connecticut Sun,CON @ SEA,L,87
2021-05-25,Chicago Sky,CHI vs. ATL,L,83
2021-05-25,Seattle Storm,SEA vs. CON,W,90
2021-05-25,Washington Mystics,WAS @ IND,W,85
2021-05-25,Atlanta Dream,ATL @ CHI,W,90
2021-05-25,Indiana Fever,IND vs. WAS,L,69
2021-05-24,New York Liberty,NYL vs. DAL,W,88
2021-05-24,Dallas Wings,DAL @ NYL,L,81
2021-05-23,Washington Mystics,WAS @ IND,L,77
2021-05-23,Connecticut Sun,CON @ LVA,W,72
2021-05-23,New York Liberty,NYL @ CHI,W,93
2021-05-23,Las Vegas Aces,LVA vs. CON,L,65
2021-05-23,Indiana Fever,IND vs. WAS,W,89
2021-05-23,Chicago Sky,CHI vs. NYL,L,85
2021-05-22,Dallas Wings,DAL vs. SEA,L,97
2021-05-22,Seattle Storm,SEA @ DAL,W,100
2021-05-21,Las Vegas Aces,LVA vs. LAS,W,97
2021-05-21,Indiana Fever,IND vs. ATL,L,79
2021-05-21,Los Angeles Sparks,LAS @ LVA,L,69
2021-05-21,Phoenix Mercury,PHO vs. CON,L,67
2021-05-21,Washington Mystics,WAS vs. NYL,W,101
2021-05-21,Connecticut Sun,CON @ PHO,W,84
2021-05-21,New York Liberty,NYL @ WAS,L,72
2021-05-21,Atlanta Dream,ATL @ IND,W,83
2021-05-20,Minnesota Lynx,MIN vs. SEA,L,78
2021-05-20,Seattle Storm,SEA @ MIN,W,90
2021-05-19,Chicago Sky,CHI @ ATL,W,85
2021-05-19,Connecticut Sun,CON vs. IND,W,88
2021-05-19,Atlanta Dream,ATL vs. CHI,L,77
2021-05-19,Indiana Fever,IND @ CON,L,67
2021-05-18,Washington Mystics,WAS vs. PHO,L,70
2021-05-18,Phoenix Mercury,PHO @ WAS,W,91
2021-05-18,New York Liberty,NYL vs. MIN,W,86
2021-05-18,Seattle Storm,SEA vs. LVA,L,80
2021-05-18,Las Vegas Aces,LVA @ SEA,W,96
2021-05-18,Minnesota Lynx,MIN @ NYL,L,75
2021-05-16,Detroit Pistons,DET vs. MIA,L,107
2021-05-16,Boston Celtics,BOS @ NYK,L,92
2021-05-16,Sacramento Kings,SAC vs. UTA,L,99
2021-05-16,Golden State Warriors,GSW vs. MEM,W,113
2021-05-16,Milwaukee Bucks,MIL @ CHI,L,112
2021-05-16,Charlotte Hornets,CHA @ WAS,L,110
2021-05-16,Portland Trail Blazers,POR vs. DEN,W,132
2021-05-16,Dallas Mavericks,DAL @ MIN,L,121
2021-05-16,New York Knicks,NYK vs. BOS,W,96
2021-05-16,Minnesota Timberwolves,MIN vs. DAL,W,136
2021-05-16,Philadelphia 76ers,PHI vs. ORL,W,128
2021-05-16,Miami Heat,MIA @ DET,W,120
2021-05-16,Orlando Magic,ORL @ PHI,L,117
2021-05-16,Indiana Fever,IND vs. NYL,L,65
2021-05-16,Chicago Bulls,CHI vs. MIL,W,118
2021-05-16,Houston Rockets,HOU @ ATL,L,95
2021-05-16,Phoenix Mercury,PHO @ CON,L,78
2021-05-16,Los Angeles Lakers,LAL @ NOP,W,110
2021-05-16,New York Liberty,NYL @ IND,W,73
2021-05-16,San Antonio Spurs,SAS vs. PHX,L,121
2021-05-16,Brooklyn Nets,BKN vs. CLE,W,123
2021-05-16,Utah Jazz,UTA @ SAC,W,121
2021-05-16,Phoenix Suns,PHX @ SAS,W,123
2021-05-16,Oklahoma City Thunder,OKC vs. LAC,W,117
2021-05-16,Connecticut Sun,CON vs. PHO,W,86
2021-05-16,Indiana Pacers,IND @ TOR,W,125
2021-05-16,Atlanta Hawks,ATL vs. HOU,W,124
2021-05-16,Toronto Raptors,TOR vs. IND,L,113
2021-05-16,Washington Wizards,WAS vs. CHA,W,115
2021-05-16,Cleveland Cavaliers,CLE @ BKN,L,109
2021-05-16,Memphis Grizzlies,MEM @ GSW,L,101
2021-05-16,LA Clippers,LAC @ OKC,L,112
2021-05-16,Denver Nuggets,DEN @ POR,L,116
2021-05-16,New Orleans Pelicans,NOP vs. LAL,L,98
2021-05-15,Phoenix Suns,PHX @ SAS,W,140
2021-05-15,Washington Mystics,WAS vs. CHI,L,56
2021-05-15,Boston Celtics,BOS @ MIN,W,124
2021-05-15,Charlotte Hornets,CHA @ NYK,L,109
2021-05-15,Las Vegas Aces,LVA @ SEA,L,83
2021-05-15,Los Angeles Lakers,LAL @ IND,W,122
2021-05-15,Indiana Pacers,IND vs. LAL,L,115
2021-05-15,New York Knicks,NYK vs. CHA,W,118
2021-05-15,Chicago Sky,CHI @ WAS,W,70
2021-05-15,Seattle Storm,SEA vs. LVA,W,97
2021-05-15,Minnesota Timberwolves,MIN vs. BOS,L,108
2021-05-15,Milwaukee Bucks,MIL vs. MIA,W,122
2021-05-15,Chicago Bulls,CHI @ BKN,L,91
2021-05-15,San Antonio Spurs,SAS vs. PHX,L,103
2021-05-15,Brooklyn Nets,BKN vs. CHI,W,105
2021-05-15,Miami Heat,MIA @ MIL,L,108
2021-05-14,Cleveland Cavaliers,CLE @ WAS,L,105
2021-05-14,Los Angeles Sparks,LAS vs. DAL,L,71
2021-05-14,Denver Nuggets,DEN @ DET,W,104
2021-05-14,Washington Wizards,WAS vs. CLE,W,120
2021-05-14,Indiana Fever,IND @ NYL,L,87
2021-05-14,Houston Rockets,HOU vs. LAC,W,122
2021-05-14,Sacramento Kings,SAC @ MEM,L,106
2021-05-14,Dallas Mavericks,DAL vs. TOR,W,114
2021-05-14,Connecticut Sun,CON @ ATL,W,78
2021-05-14,Phoenix Mercury,PHO @ MIN,W,77
2021-05-14,LA Clippers,LAC @ HOU,L,115
2021-05-14,Oklahoma City Thunder,OKC vs. UTA,L,93
2021-05-14,Utah Jazz,UTA @ OKC,W,109
2021-05-14,Detroit Pistons,DET vs. DEN,L,91
2021-05-14,New Orleans Pelicans,NOP @ GSW,L,122
2021-05-14,Dallas Wings,DAL @ LAS,W,94
2021-05-14,Minnesota Lynx,MIN vs. PHO,L,75
2021-05-14,Philadelphia 76ers,PHI vs. ORL,W,122
2021-05-14,Golden State Warriors,GSW vs. NOP,W,125
2021-05-14,Memphis Grizzlies,MEM vs. SAC,W,107
2021-05-14,Atlanta Dream,ATL vs. CON,L,67
2021-05-14,New York Liberty,NYL vs. IND,W,90
2021-05-14,Toronto Raptors,TOR @ DAL,L,110
2021-05-14,Orlando Magic,ORL @ PHI,L,97
2021-05-13,Minnesota Timberwolves,MIN vs. DEN,L,103
2021-05-13,Orlando Magic,ORL @ ATL,L,93
2021-05-13,San Antonio Spurs,SAS @ NYK,L,98
2021-05-13,New York Knicks,NYK vs. SAS,W,102
2021-05-13,Chicago Bulls,CHI vs. TOR,W,114
2021-05-13,Phoenix Suns,PHX vs. POR,W,118
2021-05-13,Philadelphia 76ers,PHI @ MIA,L,94
2021-05-13,Denver Nuggets,DEN @ MIN,W,114
2021-05-13,Atlanta Hawks,ATL vs. ORL,W,116
2021-05-13,Sacramento Kings,SAC @ MEM,L,110
2021-05-13,LA Clippers,LAC @ CHA,W,113
2021-05-13,Portland Trail Blazers,POR @ PHX,L,117
2021-05-13,Milwaukee Bucks,MIL @ IND,W,142
2021-05-13,Memphis Grizzlies,MEM vs. SAC,W,116
2021-05-13,Miami Heat,MIA vs. PHI,W,106
2021-05-13,Toronto Raptors,TOR @ CHI,L,102
2021-05-13,Indiana Pacers,IND vs. MIL,L,133
2021-05-13,Charlotte Hornets,CHA vs. LAC,L,90
2021-05-12,Cleveland Cavaliers,CLE vs. BOS,W,102
2021-05-12,Brooklyn Nets,BKN vs. SAS,W,128
2021-05-12,Atlanta Hawks,ATL vs. WAS,W,120
2021-05-12,San Antonio Spurs,SAS @ BKN,L,116
2021-05-12,Los Angeles Lakers,LAL vs. HOU,W,124
2021-05-12,Boston Celtics,BOS @ CLE,L,94
2021-05-12,Houston Rockets,HOU @ LAL,L,122
2021-05-12,Utah Jazz,UTA vs. POR,L,98
2021-05-12,Portland Trail Blazers,POR @ UTA,W,105
2021-05-12,New Orleans Pelicans,NOP @ DAL,L,107
2021-05-12,Dallas Mavericks,DAL vs. NOP,W,125
2021-05-12,Washington Wizards,WAS @ ATL,L,116
2021-05-11,Charlotte Hornets,CHA vs. DEN,L,112
2021-05-11,Boston Celtics,BOS vs. MIA,L,121
2021-05-11,Indiana Pacers,IND vs. PHI,W,103
2021-05-11,Memphis Grizzlies,MEM vs. DAL,W,133
2021-05-11,Golden State Warriors,GSW vs. PHX,W,122
2021-05-11,Miami Heat,MIA @ BOS,W,129
2021-05-11,Detroit Pistons,DET vs. MIN,L,100
2021-05-11,Denver Nuggets,DEN @ CHA,W,117
2021-05-11,Sacramento Kings,SAC vs. OKC,W,122
2021-05-11,Minnesota Timberwolves,MIN @ DET,W,119
2021-05-11,Toronto Raptors,TOR vs. LAC,L,96
2021-05-11,New York Knicks,NYK @ LAL,L,99
2021-05-11,Los Angeles Lakers,LAL vs. NYK,W,101
2021-05-11,Phoenix Suns,PHX @ GSW,L,116
2021-05-11,Milwaukee Bucks,MIL vs. ORL,W,114
2021-05-11,Dallas Mavericks,DAL @ MEM,L,104
2021-05-11,Orlando Magic,ORL @ MIL,L,102
2021-05-11,LA Clippers,LAC @ TOR,W,115
2021-05-11,Philadelphia 76ers,PHI @ IND,L,94
2021-05-11,Chicago Bulls,CHI vs. BKN,L,107
2021-05-11,Brooklyn Nets,BKN @ CHI,W,115
2021-05-11,Oklahoma City Thunder,OKC @ SAC,L,106
2021-05-10,Golden State Warriors,GSW vs. UTA,W,119
2021-05-10,Utah Jazz,UTA @ GSW,L,116
2021-05-10,Memphis Grizzlies,MEM vs. NOP,W,115
2021-05-10,Houston Rockets,HOU @ POR,L,129
2021-05-10,Milwaukee Bucks,MIL @ SAS,L,125
2021-05-10,Indiana Pacers,IND @ CLE,W,111
2021-05-10,New Orleans Pelicans,NOP @ MEM,L,110
2021-05-10,Washington Wizards,WAS @ ATL,L,124
2021-05-10,Cleveland Cavaliers,CLE vs. IND,L,102
2021-05-10,Portland Trail Blazers,POR vs. HOU,W,140
2021-05-10,San Antonio Spurs,SAS vs. MIL,W,146
2021-05-10,Atlanta Hawks,ATL vs. WAS,W,125
2021-05-09,Chicago Bulls,CHI @ DET,W,108
2021-05-09,Cleveland Cavaliers,CLE vs. DAL,L,97
2021-05-09,Orlando Magic,ORL vs. MIN,L,96
2021-05-09,LA Clippers,LAC vs. NYK,L,100
2021-05-09,Charlotte Hornets,CHA vs. NOP,L,110
2021-05-09,Minnesota Timberwolves,MIN @ ORL,W,128
2021-05-09,Sacramento Kings,SAC vs. OKC,W,126
2021-05-09,Phoenix Suns,PHX @ LAL,L,110
2021-05-09,Los Angeles Lakers,LAL vs. PHX,W,123
2021-05-09,Dallas Mavericks,DAL @ CLE,W,124
2021-05-09,New York Knicks,NYK @ LAC,W,106
2021-05-09,Oklahoma City Thunder,OKC @ SAC,L,98
2021-05-09,Boston Celtics,BOS vs. MIA,L,124
2021-05-09,New Orleans Pelicans,NOP @ CHA,W,112
2021-05-09,Detroit Pistons,DET vs. CHI,L,96
2021-05-09,Miami Heat,MIA @ BOS,W,130
2021-05-08,Denver Nuggets,DEN vs. BKN,L,119
2021-05-08,Washington Wizards,WAS @ IND,W,133
2021-05-08,Utah Jazz,UTA vs. HOU,W,124
2021-05-08,Memphis Grizzlies,MEM @ TOR,W,109
2021-05-08,Golden State Warriors,GSW vs. OKC,W,136
2021-05-08,Oklahoma City Thunder,OKC @ GSW,L,97
2021-05-08,Portland Trail Blazers,POR vs. SAS,W,124
2021-05-08,Detroit Pistons,DET @ PHI,L,104
2021-05-08,Toronto Raptors,TOR vs. MEM,L,99
2021-05-08,San Antonio Spurs,SAS @ POR,L,102
2021-05-08,Houston Rockets,HOU @ UTA,L,116
2021-05-08,Indiana Pacers,IND vs. WAS,L,132
2021-05-08,Brooklyn Nets,BKN @ DEN,W,125
2021-05-08,Philadelphia 76ers,PHI vs. DET,W,118
2021-05-07,Philadelphia 76ers,PHI vs. NOP,W,109
2021-05-07,Denver Nuggets,DEN @ UTA,L,120
2021-05-07,Charlotte Hornets,CHA vs. ORL,W,122
2021-05-07,Utah Jazz,UTA vs. DEN,W,127
2021-05-07,Sacramento Kings,SAC vs. SAS,L,104
2021-05-07,San Antonio Spurs,SAS @ SAC,W,113
2021-05-07,Boston Celtics,BOS @ CHI,L,99
2021-05-07,Los Angeles Lakers,LAL @ POR,L,101
2021-05-07,New York Knicks,NYK @ PHX,L,105
2021-05-07,Phoenix Suns,PHX vs. NYK,W,128
2021-05-07,Miami Heat,MIA vs. MIN,W,121
2021-05-07,Houston Rockets,HOU @ MIL,L,133
2021-05-07,New Orleans Pelicans,NOP @ PHI,L,107
2021-05-07,Chicago Bulls,CHI vs. BOS,W,121
2021-05-07,Minnesota Timberwolves,MIN @ MIA,L,112
2021-05-07,Orlando Magic,ORL @ CHA,L,112
2021-05-07,Milwaukee Bucks,MIL vs. HOU,W,141
2021-05-07,Portland Trail Blazers,POR vs. LAL,W,106
2021-05-07,Cleveland Cavaliers,CLE @ DAL,L,90
2021-05-07,Dallas Mavericks,DAL vs. CLE,W,110
2021-05-06,LA Clippers,LAC vs. LAL,W,118
2021-05-06,Brooklyn Nets,BKN @ DAL,L,109
2021-05-06,Toronto Raptors,TOR vs. WAS,L,129
2021-05-06,Los Angeles Lakers,LAL @ LAC,L,94
2021-05-06,Memphis Grizzlies,MEM @ DET,L,97
2021-05-06,Dallas Mavericks,DAL vs. BKN,W,113
2021-05-06,Oklahoma City Thunder,OKC @ GSW,L,97
2021-05-06,Detroit Pistons,DET vs. MEM,W,111
2021-05-06,Charlotte Hornets,CHA vs. CHI,L,99
2021-05-06,Chicago Bulls,CHI @ CHA,W,120
2021-05-06,Atlanta Hawks,ATL @ IND,L,126
2021-05-06,Washington Wizards,WAS @ TOR,W,131
